EVENT DATE,Program,MUNICIPALITY,REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
2019-05-15,Health Care Health & Safety Program,KITCHENER,Western,623999.0,All Other Residential Care Facilities,GRPH,Group Homes,6 to 19
2021-05-15,Mining Health & Safety Program,North York,Central East,327310.0,Cement Manufacturing,SPLT,Surface Plant (Mine Sites),50 or More
2021-05-15,Health Care Health & Safety Program,Mississauga,Central West,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2021-05-15,Industrial Health & Safety Program,Concord,Central West,493110.0,General Warehousing and Storage,WHLS,Wholesalers,50 or More
2022-05-15,Industrial Health & Safety Program,Toronto,Central East,331210.0,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,RETL,Retail,6 to 19
2022-05-15,Industrial Health & Safety Program,SARNIA,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2022-05-15,Industrial Health & Safety Program,Hamilton,South Western,339110.0,Medical Equipment and Supplies Manufacturing,AUTO,Automotive,50 or More
2023-05-15,Industrial Health & Safety Program,Hillsburgh,South Western,562210.0,Waste Treatment and Disposal,WHLS,Wholesalers,6 to 19
2023-05-15,Construction Health & Safety Program,Markham,Central West,237110.0,Water and Sewer Line and Related Structures Construction,RESS,Single Family Housing,6 to 19
2023-05-15,Industrial Health & Safety Program,Tavistock,South Western,321216.0,Particle Board and Fibreboard Mills,FABR,Wood & Metal Fabrication,50 or More
2023-05-15,Industrial Health & Safety Program,Oakville,South Western,611310.0,Universities,EDUC,Education,50 or More
2023-05-15,Construction Health & Safety Program,LONDON,Western,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2023-05-15,Industrial Health & Safety Program,Hawkestone,Central West,621911.0,Ambulance (except Air Ambulance) Services,TRAN,Transportation,20 to 49
2023-05-15,Industrial Health & Safety Program,Toronto,Central East,325314.0,Mixed Fertilizer Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2023-05-15,Construction Health & Safety Program,Concord,Central West,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2023-05-15,Industrial Health & Safety Program,Napanee,Eastern,485110.0,Urban Transit Systems,TRAN,Transportation,6 to 19
2023-05-15,Industrial Health & Safety Program,Innisfil,Central West,322211.0,Corrugated and Solid Fibre Box Manufacturing,PULP,"Pulp, Paper",50 or More
2023-05-15,Industrial Health & Safety Program,Sudbury,Northern,332319.0,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2017-06-15,Health Care Health & Safety Program,Collingwood,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-06-15,Industrial Health & Safety Program,North York,Central East,441220.0,"Motorcycle, Boat and Other Motor Vehicle Dealers",WHLS,Wholesalers,6 to 19
2017-06-15,Health Care Health & Safety Program,Ottawa,Eastern,621610.0,Home Health Care Services,NSER,Nursing Services,50 or More
2017-06-15,Industrial Health & Safety Program,Scarborough,Central East,333416.0,Heating Equipment and Commercial Refrigeration Equipment Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2017-06-15,Industrial Health & Safety Program,Aylmer,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2017-06-15,Industrial Health & Safety Program,Toronto,Central East,711322.0,Festivals without Facilities,LIVE,Live Performance,1 to 5
2017-06-15,Health Care Health & Safety Program,Brampton,Central West,442110.0,Furniture Stores,NSER,Nursing Services,50 or More
2017-06-15,Industrial Health & Safety Program,Mississauga,Central West,493110.0,General Warehousing and Storage,AUTO,Automotive,50 or More
2018-06-15,Industrial Health & Safety Program,Toronto,Central East,336360.0,Motor Vehicle Seating and Interior Trim Manufacturing,AUTO,Automotive,6 to 19
2018-06-15,Industrial Health & Safety Program,Burlington,South Western,333619.0,Other Engine and Power Transmission Equipment Manufacturing,AUTO,Automotive,50 or More
2018-06-15,Construction Health & Safety Program,Parry Sound,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2018-06-15,Industrial Health & Safety Program,Toronto,Central East,236220.0,Commercial and Institutional Building Construction,NECI,NEC - Industrial,50 or More
2018-06-15,Construction Health & Safety Program,SARNIA,Western,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2018-06-15,Industrial Health & Safety Program,Waterloo,Western,611310.0,Universities,EDUC,Education,50 or More
2018-06-15,Industrial Health & Safety Program,AURORA,Central West,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2018-06-15,Industrial Health & Safety Program,Princeton,Western,237990.0,Other Heavy and Civil Engineering Construction,INDS,Industrial Services,50 or More
2018-06-15,Industrial Health & Safety Program,Richmond Hill,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2018-06-15,Industrial Health & Safety Program,St. Thomas,Western,332710.0,Machine Shops,NECI,NEC - Industrial,50 or More
2019-06-15,Industrial Health & Safety Program,Amherstview,Eastern,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2019-06-15,Construction Health & Safety Program,BARRIE,Central West,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,20 to 49
2019-06-15,Industrial Health & Safety Program,AURORA,Central West,812320.0,Dry Cleaning and Laundry Services (except Coin-Operated),TEXT,"Textiles, Printing",50 or More
2019-06-15,Industrial Health & Safety Program,Stratford,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2019-06-15,Industrial Health & Safety Program,Etobicoke,Central East,113311.0,Logging (except Contract),LOGS,Logging & Sawmills,50 or More
2020-06-15,Industrial Health & Safety Program,Toronto,Central East,331514.0,Steel Foundries,STEL,Primary Metals,50 or More
2020-06-15,Industrial Health & Safety Program,Cambridge,Western,327390.0,Other Concrete Product Manufacturing,NECI,NEC - Industrial,50 or More
2020-06-15,Health Care Health & Safety Program,Pickering,Central East,621610.0,Home Health Care Services,HFNC,Homes for Nursing Care,50 or More
2020-06-15,Health Care Health & Safety Program,Brampton,Central East,621610.0,Home Health Care Services,TCSS,Treatment Clinics & Specialized Services,50 or More
2020-06-15,Industrial Health & Safety Program,Onaping,Northern,332999.0,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,50 or More
2020-06-15,Industrial Health & Safety Program,Brockville,Eastern,337213.0,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",FABR,Wood & Metal Fabrication,50 or More
2020-06-15,Industrial Health & Safety Program,Mississauga,Central West,332329.0,Other Ornamental and Architectural Metal Product Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2020-06-15,Construction Health & Safety Program,MARATHON,Northern,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2021-06-15,Industrial Health & Safety Program,Cambridge,Western,454319.0,Other Fuel Dealers,WHLS,Wholesalers,6 to 19
2021-06-15,Industrial Health & Safety Program,CAMBRIDGE,Western,562110.0,Waste Collection,UTIL,Utilities,50 or More
2021-06-15,Industrial Health & Safety Program,KITCHENER,Western,336510.0,Railroad Rolling Stock Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2021-06-15,Health Care Health & Safety Program,Waterloo,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,20 to 49
2021-06-15,Construction Health & Safety Program,Ottawa,Eastern,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,50 or More
2021-06-15,Industrial Health & Safety Program,Picton,Eastern,326193.0,Motor Vehicle Plastic Parts Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2022-06-15,Industrial Health & Safety Program,Toronto,Central East,326193.0,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
2022-06-15,Construction Health & Safety Program,Palmerston,Western,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2022-06-15,Construction Health & Safety Program,North Gower,Eastern,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
2022-06-15,Industrial Health & Safety Program,Ottawa,Eastern,326193.0,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
2022-06-15,Construction Health & Safety Program,Burlington,South Western,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,6 to 19
2022-06-15,Industrial Health & Safety Program,Brampton,Central West,624230.0,Emergency and Other Relief Services,INDS,Industrial Services,50 or More
2022-06-15,Construction Health & Safety Program,Burlington,South Western,238910.0,Site Preparation Contractors,GRAD,Excavation - Grading,6 to 19
2022-06-15,Industrial Health & Safety Program,Mississauga,Central West,113110.0,Timber Tract Operations,LOGS,Logging & Sawmills,20 to 49
2022-06-15,Construction Health & Safety Program,Dobbinton,Western,238990.0,All Other Specialty Trade Contractors,PAVE,Asphalt Paving,6 to 19
2023-06-15,Industrial Health & Safety Program,Toronto,Central East,531120.0,Lessors of Non-Residential Buildings (except Mini-Warehouses),OFFS,Offices & Related Services,20 to 49
2023-06-15,Health Care Health & Safety Program,Etobicoke,Central East,622210.0,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
2023-06-15,Industrial Health & Safety Program,Bolton,Central West,452110.0,Department Stores,RETL,Retail,50 or More
2023-06-15,Industrial Health & Safety Program,Windsor,Western,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
2023-06-15,Industrial Health & Safety Program,Welland,South Western,115310.0,Support Activities for Forestry,FIRE,Fire Fighting,50 or More
2023-06-15,Industrial Health & Safety Program,Toronto,Central East,314990.0,All Other Textile Product Mills,CHEM,"Chemical, Rubber & Plastics",50 or More
2023-06-15,Construction Health & Safety Program,Guelph,Western,236220.0,Commercial and Institutional Building Construction,INST,Institutional Building Construction,1 to 5
2023-06-15,Industrial Health & Safety Program,Thunder Bay,Northern,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2023-06-15,Industrial Health & Safety Program,Toronto,Central East,113210.0,Forest Nurseries and Gathering of Forest Products,LOGS,Logging & Sawmills,50 or More
2017-07-15,Industrial Health & Safety Program,Waterloo,Western,721111.0,Hotels,SERV,"Tourism, Hospitality & Recreational Services",50 or More
2017-07-15,Industrial Health & Safety Program,Barrie,Central West,453999.0,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),OFFS,Offices & Related Services,6 to 19
2017-07-15,Industrial Health & Safety Program,Scarborough,Central East,913150.0,Municipal Regulatory Services,GOVT,Government,50 or More
2017-07-15,Health Care Health & Safety Program,St. Thomas,Western,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2017-07-15,Industrial Health & Safety Program,Toronto,Central East,551114.0,Head Offices,OFFS,Offices & Related Services,1 to 5
2018-07-15,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2018-07-15,Industrial Health & Safety Program,Pickering,Central East,444110.0,Home Centres,RETL,Retail,50 or More
2018-07-15,Industrial Health & Safety Program,HAMILTON,South Western,511110.0,Newspaper Publishers,SERV,"Tourism, Hospitality & Recreational Services",1 to 5
2019-07-15,Health Care Health & Safety Program,North York,Central East,913190.0,Other Municipal Protective Services,GRPH,Group Homes,50 or More
2019-07-15,Industrial Health & Safety Program,Stratford,Western,418910.0,Log and wood chip merchant wholesalers,FABR,Wood & Metal Fabrication,50 or More
2019-07-15,Industrial Health & Safety Program,ST CATHARINES,South Western,524129.0,"Other Direct Insurance (except Life, Health and Medical) Carriers",OFFS,Offices & Related Services,50 or More
2019-07-15,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2019-07-15,Industrial Health & Safety Program,Stratford,Western,713940.0,Fitness and Recreational Sports Centres,NECI,NEC - Industrial,20 to 49
2019-07-15,Construction Health & Safety Program,Toronto,Central East,221111.0,Hydro-Electric Power Generation,POWP,Hydroelectric Power Plants & Rel,1 to 5
2019-07-15,Industrial Health & Safety Program,Toronto,Central East,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
2020-07-15,Industrial Health & Safety Program,Timmins,Northern,332311.0,Prefabricated Metal Building and Component Manufacturing,NECI,NEC - Industrial,50 or More
2020-07-15,Industrial Health & Safety Program,Kitchener,Western,115110.0,Support Activities for Crop Production,AGRI,Agricultural Services,6 to 19
2020-07-15,Industrial Health & Safety Program,Oakville,Central East,332319.0,Other Plate Work and Fabricated Structural Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2020-07-15,Industrial Health & Safety Program,Mississauga,Central West,452110.0,Department Stores,RETL,Retail,50 or More
2020-07-15,Industrial Health & Safety Program,Scarborough,Central East,418110.0,Recyclable metal merchant wholesalers,INDS,Industrial Services,6 to 19
2020-07-15,Industrial Health & Safety Program,Windsor,Western,611310.0,Universities,EDUC,Education,50 or More
2020-07-15,Industrial Health & Safety Program,Toronto,Central East,111419.0,Other Food Crops Grown Under Cover,FARM,Farming,50 or More
2020-07-15,Industrial Health & Safety Program,Ilderton,Western,416110.0,Electrical wiring and construction supplies merchant wholesalers,WHLS,Wholesalers,50 or More
2020-07-15,Industrial Health & Safety Program,Rockwood,South Western,332999.0,All other miscellaneous fabricated metal product manufacturing,FABR,Wood & Metal Fabrication,50 or More
