EVENT DATE,Program,MUNICIPALITY, REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
1/5/2022,Industrial Health & Safety Program,Gogama,Northern,311811,Retail Bakeries,FOOD,"Food, Beverage & Tobacco",50 or More
1/14/2022,Industrial Health & Safety Program,Beeton,Central West,326140,Polystyrene Foam Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",20 to 49
1/10/2022,Construction Health & Safety Program,Brampton,Central West,237110,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,6 to 19
1/7/2022,Industrial Health & Safety Program,BRANTFORD,South Western,541990,"All Other Professional, Scientific and Technical Services",CHEM,"Chemical, Rubber & Plastics",50 or More
1/2/2022,Construction Health & Safety Program,Etobicoke,Central East,236110,Residential Building Construction,RESS,Single Family Housing,6 to 19
12/31/2021,Industrial Health & Safety Program,AYLMER,Western,482114,Passenger Rail Transportation,TRAN,Transportation,
1/9/2022,Industrial Health & Safety Program,Stoney Creek,South Western,485110,Urban Transit Systems,TRAN,Transportation,50 or More
1/5/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,722512,Limited-service eating places,REST,Restaurants,20 to 49
1/4/2022,Industrial Health & Safety Program,Smiths Falls,Eastern,452991,Home and Auto Supplies Stores,VEHS,Vehicle Sales & Service,50 or More
1/14/2022,Mining Health & Safety Program,Nepean,Eastern,213117,Contract Drilling (except Oil and Gas),NECM,NEC - Mining,6 to 19
1/11/2022,Industrial Health & Safety Program,Fraserville,Eastern,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
1/17/2022,Industrial Health & Safety Program,Brampton,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
1/10/2022,Industrial Health & Safety Program,Hawkesbury,Eastern,913130,Municipal Police Services,PLCE,Police,50 or More
1/12/2022,Industrial Health & Safety Program,Windsor,Western,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
1/5/2022,Construction Health & Safety Program,Toronto,Central East,238170,Siding Contractors,RESS,Single Family Housing,1 to 5
1/11/2022,Construction Health & Safety Program,Milton,South Western,238160,Roofing Contractors,RESS,Single Family Housing,1 to 5
1/7/2022,Industrial Health & Safety Program,Lakeshore,Western,493120,Refrigerated Warehousing and Storage,WHLS,Wholesalers,
1/8/2022,Construction Health & Safety Program,Toronto,Central East,238160,Roofing Contractors,RESS,Single Family Housing,1 to 5
1/7/2022,Mining Health & Safety Program,Fort Erie,South Western,212220,Gold and Silver Ore Mining,OPIT,Open Pit Mines,50 or More
1/5/2022,Construction Health & Safety Program,Burlington,South Western,237990,Other Heavy and Civil Engineering Construction,RAIL,Railway,50 or More
1/10/2022,Industrial Health & Safety Program,Port Perry,Central East,913130,Municipal Police Services,PLCE,Police,6 to 19
1/4/2022,Mining Health & Safety Program,Windsor,Western,327310,Cement Manufacturing,NECM,NEC - Mining,
1/13/2022,Industrial Health & Safety Program,Casselman,Eastern,115210,Support Activities for Animal Production,AGRI,Agricultural Services,20 to 49
1/10/2022,Construction Health & Safety Program,KITCHENER,Western,237310,"Highway, Street and Bridge Construction",ROAD,Highway & Road Construction,6 to 19
1/12/2022,Industrial Health & Safety Program,Innisfil,Central West,331514,Steel Foundries,STEL,Primary Metals,50 or More
1/5/2022,Industrial Health & Safety Program,SPRINGWATER TWP,Central West,238910,Site Preparation Contractors,INDS,Industrial Services,6 to 19
1/11/2022,Construction Health & Safety Program,Ottawa,Eastern,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
1/9/2022,Industrial Health & Safety Program,Orangeville,,713940,Fitness and Recreational Sports Centres,SERV,"Tourism, Hospitality & Recreational Services",50 or More
1/9/2022,Industrial Health & Safety Program,Burlington,,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
1/5/2022,Industrial Health & Safety Program,Guelph,Western,448140,Family Clothing Stores,RETL,Retail,20 to 49
1/9/2022,Industrial Health & Safety Program,Hamilton,,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
1/8/2022,Health Care Health & Safety Program,Bowmanville,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
1/14/2022,Mining Health & Safety Program,Kitchener,Western,212232,Nickel-Copper Ore Mining,UMIN,Underground Mines,50 or More
1/30/2022,Industrial Health & Safety Program,Toronto,Central East,452110,Department Stores,RETL,Retail,50 or More
1/31/2022,Industrial Health & Safety Program,Milton,South Western,713940,Fitness and Recreational Sports Centres,SERV,"Tourism, Hospitality & Recreational Services",
2/2/2022,Industrial Health & Safety Program,Oshawa,Central East,326198,All Other Plastic Product Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
2/7/2022,Industrial Health & Safety Program,St. Catharines,South Western,114114,Freshwater fishing,AGRI,Agricultural Services,
2/1/2022,Industrial Health & Safety Program,Cambridge,,621210,Offices of Dentists,INDS,Industrial Services,1 to 5
2/2/2022,Industrial Health & Safety Program,North York,Central East,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,INDS,Industrial Services,1 to 5
2/2/2022,Industrial Health & Safety Program,Scarborough,Central East,444110,Home Centres,RETL,Retail,50 or More
2/7/2022,Industrial Health & Safety Program,,,493110,General Warehousing and Storage,TRAN,Transportation,20 to 49
2/3/2022,Industrial Health & Safety Program,BRANTFORD,South Western,913130,Municipal Police Services,PLCE,Police,50 or More
1/29/2022,Health Care Health & Safety Program,King City,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/2/2022,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/6/2022,Construction Health & Safety Program,Parkhill,Western,237110,Water and Sewer Line and Related Structures Construction,SEWW,Sewer/Watermain Construction,1 to 5
2/2/2022,Construction Health & Safety Program,HAMILTON,South Western,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2/4/2022,Construction Health & Safety Program,Toronto,Central East,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
2/11/2022,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/7/2022,Industrial Health & Safety Program,Newmarket,Central West,326198,All Other Plastic Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
1/30/2022,Industrial Health & Safety Program,Cayuga,South Western,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
2/7/2022,Industrial Health & Safety Program,Thunder Bay,Northern,484110,"General Freight Trucking, Local",WHLS,Wholesalers,50 or More
2/1/2022,Industrial Health & Safety Program,Dubreuilville,Northern,331222,Steel Wire Drawing,FABR,Wood & Metal Fabrication,50 or More
2/2/2022,Industrial Health & Safety Program,Waterloo,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
1/30/2022,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/10/2022,Health Care Health & Safety Program,Campbellcroft,Eastern,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2/4/2022,Construction Health & Safety Program,Hamilton,,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2/2/2022,Industrial Health & Safety Program,Mississauga,Central West,488490,Other Support Activities for Road Transportation,NECI,NEC - Industrial,
2/2/2022,Industrial Health & Safety Program,Toronto,,713940,Fitness and Recreational Sports Centres,SERV,"Tourism, Hospitality & Recreational Services",20 to 49
2/3/2022,Industrial Health & Safety Program,Brantford,South Western,322122,Newsprint Mills,PULP,"Pulp, Paper",50 or More
2/2/2022,Industrial Health & Safety Program,Mississauga,Central West,913130,Municipal Police Services,PLCE,Police,50 or More
2/9/2022,Industrial Health & Safety Program,Toronto,,331514,Steel Foundries,STEL,Primary Metals,50 or More
2/13/2022,Industrial Health & Safety Program,Windsor,Western,492210,Local Messengers and Local Delivery,INDS,Industrial Services,1 to 5
2/1/2022,Industrial Health & Safety Program,Kearney,Northern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
1/31/2022,Construction Health & Safety Program,Tecumseh,Western,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
2/3/2022,Construction Health & Safety Program,CAMBRIDGE,Western,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
2/4/2022,Industrial Health & Safety Program,Breslau,South Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2/1/2022,Industrial Health & Safety Program,Wawa,Northern,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
2/3/2022,Industrial Health & Safety Program,Mississauga,Central West,336390,Other motor vehicle parts manufacturing,FABR,Wood & Metal Fabrication,50 or More
2/1/2022,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/3/2022,Health Care Health & Safety Program,HAMILTON,South Western,623999,All Other Residential Care Facilities,HFRC,Homes for Residential Care,20 to 49
2/9/2022,Industrial Health & Safety Program,Stratford,Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2/5/2022,Industrial Health & Safety Program,Brampton,Central West,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2/4/2022,Health Care Health & Safety Program,Concord,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/6/2022,Industrial Health & Safety Program,Milton,South Western,444190,Other Building Material Dealers,RETL,Retail,20 to 49
1/31/2022,Industrial Health & Safety Program,LONDON,Western,339990,All Other Miscellaneous Manufacturing,WHLS,Wholesalers,50 or More
2/6/2022,Industrial Health & Safety Program,Wiarton,Western,611310,Universities,EDUC,Education,50 or More
2/15/2022,Health Care Health & Safety Program,Cayuga,South Western,621610,Home Health Care Services,NSER,Nursing Services,50 or More
2/1/2022,Industrial Health & Safety Program,Toronto,Central East,444110,Home Centres,RETL,Retail,50 or More
2/10/2022,Industrial Health & Safety Program,Manotick,Eastern,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/3/2022,Mining Health & Safety Program,Scarborough,Central East,212220,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
2/13/2022,Industrial Health & Safety Program,Blue Mountains,Central West,,,,,
2/7/2022,Health Care Health & Safety Program,North York,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/10/2022,Industrial Health & Safety Program,Whitby,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/9/2022,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/2/2022,Industrial Health & Safety Program,Watford,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/3/2022,Industrial Health & Safety Program,Sudbury,Northern,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
2/12/2022,Industrial Health & Safety Program,Woodstock,Western,621911,Ambulance (except Air Ambulance) Services,GOVT,Government,20 to 49
2/16/2022,Construction Health & Safety Program,Milton,South Western,238320,Painting and Wall Covering Contractors,NECC,NEC - Construction,1 to 5
2/7/2022,Industrial Health & Safety Program,White River,,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
2/10/2022,Industrial Health & Safety Program,Oakville,South Western,493110,General Warehousing and Storage,TRAN,Transportation,50 or More
2/12/2022,Industrial Health & Safety Program,Waterloo,Western,221113,Nuclear Electric Power Generation,UTIL,Utilities,50 or More
2/6/2022,Industrial Health & Safety Program,Windsor,Western,221121,Electric Bulk Power Transmission and Control,UTIL,Utilities,50 or More
2/5/2022,Construction Health & Safety Program,Thunder Bay,Northern,238291,Elevator and Escalator Installation Contractors,NECC,NEC - Construction,1 to 5
2/10/2022,Construction Health & Safety Program,Mississauga,Central West,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,1 to 5
2/9/2022,Industrial Health & Safety Program,,,331514,Steel Foundries,STEL,Primary Metals,50 or More
2/12/2022,Construction Health & Safety Program,Mississauga,Central West,238910,Site Preparation Contractors,EXCA,Excavation,20 to 49
2/9/2022,Industrial Health & Safety Program,Niagara Falls,South Western,561210,Facilities Support Services,OFFS,Offices & Related Services,20 to 49
2/10/2022,Health Care Health & Safety Program,Mississauga,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/7/2022,Health Care Health & Safety Program,,,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2/6/2022,Industrial Health & Safety Program,Sault Ste. Marie,Northern,326193,Motor Vehicle Plastic Parts Manufacturing,CHEM,"Chemical, Rubber & Plastics",50 or More
2/13/2022,Industrial Health & Safety Program,Oshawa,Central East,912140,Provincial Fire-Fighting Services,FIRE,Fire Fighting,20 to 49
2/12/2022,Construction Health & Safety Program,Toronto,Central East,237310,"Highway, Street and Bridge Construction",ROAD,Highway & Road Construction,20 to 49
2/7/2022,Industrial Health & Safety Program,Tillsonburg,Western,236220,Commercial and Institutional Building Construction,INDS,Industrial Services,1 to 5
2/13/2022,Industrial Health & Safety Program,CAMBRIDGE,Western,561110,Office Administrative Services,OFFS,Offices & Related Services,50 or More
