Accident_Date,Worker_age,Occupation_Category_Code,Occupation_Category_Description,Occupation_Code,Occupation_Description,Worker_Experience_in_Years,Accident_Source_Category_Description1,Source_Category_Description2,Accident_Category_Description,Accident_Place_Description,Organization_City,Organization_Province_Code,Industry_Sector_Description
4/9/2022,26,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,1,FLOORS,UNKNOWN,FALL TO LOWER LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",PRINCETON,ON,CONSTRUCTION
5/22/2022,53,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7252,PLUMBERS,0.5,"SURFACES BELOW GROUND LEVEL, N.E.C.",UNKNOWN,STRUCK BY OBJECT,INDUSTRIAL SITE.,KITCHENER,ON,CONSTRUCTION
6/12/2022,22,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,"CART, DOLLY, HANDTRUCK","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,CONCORD,ON,CONSTRUCTION
5/4/2021,33,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,CLOTHING AND SHOES,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,TORONTO,ON,CONSTRUCTION
8/11/2021,51,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"PIPES, DUCTS, TUBING","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,PUBLIC BUILDINGS.,GUELPH,ON,MANUFACTURING
5/13/2022,53,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,BORING HANDTOOLS--POWERED,"OTHER STRUCTURAL ELEMENTS, UNS",STRUCK BY OBJECT,INDUSTRIAL SITE.,BURLINGTON,ON,MANUFACTURING
4/9/2022,65,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,MACHINE AND APPLIANCE PARTS,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,NORTH YORK,ON,INDUSTRIAL
10/2/2021,60,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,3,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,STREET AND HIGHWAY.,BOLTON,ON,CONSTRUCTION
4/15/2022,20,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6453,BARTENDERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,SCARBOROUGH,ON,INDUSTRIAL
6/26/2022,56,323,OTHER TECHNICAL OCCUPATIONS IN HEALTH CARE (EXCEPT DENTAL),3234,REGISTERED NURSING ASSISTANTS,0.5,GROUND,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,HEALTH CARE
5/15/2022,49,91,MANAGERS IN MANUFACTURING AND UTILITIES,912,MANUFACTURING MANAGERS,0.5,SAWING MACHINERY--STATIONARY,UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,TORONTO,ON,MANUFACTURING
5/12/2022,53,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,GROUND,MOWING MACHINERY,FALL ON SAME LEVEL,HOME.,MARKHAM,ON,INDUSTRIAL
9/5/2021,44,626,POLICE OFFICERS AND FIREFIGHTERS,6263,FIRE-FIGHTERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,KANATA,ON,MUNICIPAL
6/16/2022,45,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,20,"BOTTLES, JUGS, FLASKS","STAIRS, STEPS",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,OSHAWA,ON,CONSTRUCTION
11/9/2021,41,315,NURSE SUPERVISORS AND REGISTERED NURSES,3152,HEAD NURSES AND SUPERVISORS,7,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",UNKNOWN,BODILY REACTION,INDUSTRIAL SITE.,BARRIE,ON,HEALTH CARE
5/27/2022,36,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,CRANES,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER","NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",INDUSTRIAL SITE.,TORONTO,ON,CONSTRUCTION
6/5/2022,69,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,STRUCTURAL METAL MATERIALS,"SKIDS, PALLETS",FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",COLLINGWOOD,ON,TRANSPORTATION
5/10/2022,59,621,SALES AND SERVICE SUPERVISORS,6213,FOOD SERVICE SUPERVISORS,0.5,OTHER FOOD PRODUCTS--FRESH OR PROCESSED,HEATING AND COOKING MACHINERY AND APPLIANCES,CONTACT WITH TEMPERATURE EXTREMES,HOME.,KITCHENER,ON,INDUSTRIAL
3/22/2022,72,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",0.5,GROUND,"SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BURLINGTON,ON,CONSTRUCTION
6/7/2022,27,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9518,OTHER PRODUCTS MACHINE OPERATORS,,"TOOLS, INSTRUMENTS, & EQUIP., UNS","TOOLS, INSTRUMENTS, & EQUIP., UNS",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,STREET AND HIGHWAY.,KITCHENER,ON,MANUFACTURING
5/25/2022,67,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,BARRIE,ON,MANUFACTURING
5/24/2022,55,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,IROQUOIS,ON,INDUSTRIAL
5/21/2022,62,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,"PLANT AND INDUSTRIAL VEHICLE--NONPOWERED, N.E.C.",JUMP TO LOWER LEVEL,PUBLIC BUILDINGS.,OTTAWA,ON,EDUCATION-INDUSTRIAL
1/16/2022,46,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,GROUND,"LADDERS, N.E.C.",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,COOKSTOWN,ON,CONSTRUCTION
5/15/2023,64,621,SALES AND SERVICE SUPERVISORS,6216,CLEANING SUPERVISORS,0.5,"VEHICLE & MOBILE EQUIP. PARTS, N.E.C.","GOLF CART, POWERED",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,BURLINGTON,ON,INDUSTRIAL
5/2/2023,20,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",UNKNOWN,FALL ON SAME LEVEL,INDUSTRIAL SITE.,VARS,ON,SERVICES
6/8/2022,46,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"BAGS, SACKS, TOTES","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OVEREXERTION,PUBLIC BUILDINGS.,TORONTO,ON,CONSTRUCTION
5/23/2023,57,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,STRUCTURAL METAL MATERIALS,"ROPES, TIES",STRUCK BY OBJECT,PUBLIC BUILDINGS.,NEPEAN,ON,INDUSTRIAL
5/23/2023,62,648,OTHER OCCUPATIONS IN PERSONAL SERVICE,6484,PET GROOMERS AND ANIMAL CARE WORKERS,0.5,"MAMMALS, EXCEPTS HUMANS",UNKNOWN,ASSAULTS BY ANIMALS,PLACE NOT SPECIFIED,MISSISSAUGA,ON,INDUSTRIAL
4/27/2023,60,661,CASHIERS,6612,CASHIERS,0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PLACE NOT SPECIFIED,BRADFORD,ON,INDUSTRIAL
5/24/2023,29,146,MAIL AND MESSAGE DISTRIBUTION OCCUPATIONS,1464,COURIERS AND MESSENGERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",PARTS & MATERIALS,BODILY REACTION,INDUSTRIAL SITE.,LONDON,ON,TRANSPORTATION
5/21/2023,40,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9613,LABOURERS IN METAL FABRICATION,0.5,JACKS,HOSES,STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,WOODBRIDGE,ON,MANUFACTURING
6/23/2023,45,946,"MACHINE OPERATORS & REL. WRKRS. IN FOOD, BEVERAGE, & TOBACCO",9462,"PROCESS CONTROL AND MACHINE OPERATORS, FOOD AND BEVERAGE PRO",0.5,FLOORS,HOSES,FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,VANCOUVER,BC,FOOD
5/25/2023,49,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,WATERLOO,ON,CONSTRUCTION
6/18/2023,62,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,BOLTON,ON,FOOD
5/8/2023,49,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,FLOORS,"TABLES, WORKTABLES",FALL ON SAME LEVEL,INDUSTRIAL SITE.,MISSISSAUGA,ON,HEALTH CARE
5/22/2023,36,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,"PERSON--INJURED OR ILL WORKER, N.E.C.",HIGHWAY ACCIDENT,PUBLIC BUILDINGS.,ST CATHARINES,ON,TRANSPORTATION
5/25/2023,30,625,BUTCHERS AND BAKERS,6253,BAKERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,LONDON,ON,FOOD
5/29/2023,50,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,2,FLOORS,"LADDERS, UNS",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,CONCORD,ON,CONSTRUCTION
5/14/2023,39,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,,FORKLIFT,"PERSON--INJURED OR ILL WORKER, N.E.C.","PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",PUBLIC BUILDINGS.,MISSISSAUGA,ON,SERVICES
5/31/2023,55,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,,FLOORS,OTHER BUILDING MATERIALS--SOLID ELEMENTS,FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",BRANTFORD,ON,HEALTH CARE
5/27/2023,47,141,"CLERICAL OCCUPATIONS, GENERAL OFFICE SKILLS",1412,GENERAL OFFICE CLERKS,0.5,PARTS & MATERIALS,COOLING AND HUMIDIFYING MACHINERY AND APPLIANCES,STRUCK BY OBJECT,INDUSTRIAL SITE.,MISSISSAUGA,ON,HEALTH CARE
6/12/2021,25,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,FLOORS,"WOOD, LUMBER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,NEPEAN,ON,CONSTRUCTION
10/29/2021,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,"BODILY CONDITIONS OF INJURED, ILL WORKER",HIGHWAY ACCIDENT,PUBLIC BUILDINGS.,BRAMPTON,ON,TRANSPORTATION
2/23/2023,62,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9518,OTHER PRODUCTS MACHINE OPERATORS,0.5,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS",WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,HAGERSVILLE,ON,MANUFACTURING
5/28/2023,45,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7254,GAS FITTERS,1,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","OTHER FLOORS, WALKWAYS, GROUND SURFACES",BODILY REACTION,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",YORK,ON,CONSTRUCTION
5/27/2023,25,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,4,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","WOOD, LUMBER",BODILY REACTION,PUBLIC BUILDINGS.,LIONS HEAD,ON,CONSTRUCTION
6/12/2023,45,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,ROAD GRADING AND SURFACING MACHINERY,GROUND,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,CONCORD,ON,CONSTRUCTION
6/5/2023,35,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",JUMP TO LOWER LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,SERVICES
6/4/2023,55,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,DOORS,TRUCK,STRUCK BY OBJECT,INDUSTRIAL SITE.,ST EUGENE,ON,INDUSTRIAL
6/15/2023,36,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,FOOD & BEVERAGE PROCESSING MACHINERY--SPECIALIZED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,MARKHAM,ON,INDUSTRIAL
6/14/2023,66,732,MOTOR VEHICLE MECHANICS,7322,"MOTOR VEHICLE MECHANICS, TECHNICIANS AND MECHANICAL REPAIRER",0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,INDUSTRIAL
6/12/2023,62,145,"LIBRARY, CORRESPONDENCE AND RELATED INFORMATION CLERKS",1454,"CUSTOMER SERVICE, INFORMATION AND RELATED CLERKS",,FLOORS,LADDERS--MOVABLE,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BRAMPTON,ON,SERVICES
6/10/2023,24,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,,"MAMMALS, EXCEPTS HUMANS",UNKNOWN,ASSAULTS BY ANIMALS,PUBLIC BUILDINGS.,STONEY CREEK,ON,AGRICULTURE
6/7/2023,38,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,"STAIRS, STEPS",STRUCTURAL METAL MATERIALS,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,OTTAWA,ON,CONSTRUCTION
6/23/2023,43,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PLACE FOR SPORTS AND RECREATION.,PETERBOROUGH,ON,HEALTH CARE
6/29/2023,28,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"CART, DOLLY, HANDTRUCK",UNKNOWN,STRUCK BY OBJECT,PUBLIC BUILDINGS.,GUELPH,ON,INDUSTRIAL
6/25/2023,36,728,MASONRY AND PLASTERING TRADES,7282,BRICKLAYERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,OAKVILLE,ON,CONSTRUCTION
1/23/2024,56,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,BATH,ON,HEALTH CARE
12/7/2023,52,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,PARKING LOTS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PLACE FOR SPORTS AND RECREATION.,GUELPH,ON,INDUSTRIAL
11/21/2023,26,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,"PIPES, DUCTS, TUBING",OTHER SPECIAL PROCESS MACHINERY,STRUCK BY OBJECT,PUBLIC BUILDINGS.,KING,ON,AGRICULTURE
1/21/2024,64,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","LADDERS, UNS",FALL TO LOWER LEVEL,STREET AND HIGHWAY.,ST ISIDORE,ON,CONSTRUCTION
12/27/2023,66,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,MARKHAM,ON,INDUSTRIAL
1/11/2024,77,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BALMERTOWN,ON,INDUSTRIAL
10/3/2023,56,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,,PARTS & MATERIALS,DOORS,STRUCK BY OBJECT,PLACE NOT SPECIFIED,MARKHAM,ON,MANUFACTURING
12/21/2023,61,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS",WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,STITTSVILLE,ON,MANUFACTURING
1/29/2024,59,742,HEAVY EQUIPMENT OPERATORS,7423,PUBLIC WORKS MAINTENANCE EQUIPMENT OPERATORS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",MARKHAM,ON,MUNICIPAL
12/18/2023,57,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,GROUND,"LADDERS, UNS",FALL TO LOWER LEVEL,STREET AND HIGHWAY.,CAMBRIDGE,ON,INDUSTRIAL
1/14/2024,56,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,OTHER SOURCES,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK BY OBJECT,PUBLIC BUILDINGS.,HAMILTON,ON,MANUFACTURING
1/28/2024,32,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,CUTTING HANDTOOLS--NONPOWERED,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS",STRUCK BY OBJECT,PUBLIC BUILDINGS.,SCARBOROUGH,ON,CONSTRUCTION
1/14/2024,44,942,"MACHINE OPERATORS & REL. WRKRS. IN CHEMICAL,PLASTIC & RUBBER",9423,PLASTICS PROCESSING MACHINE OPERATORS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","SKIDS, PALLETS",FALL ON SAME LEVEL,INDUSTRIAL SITE.,NORTH YORK,ON,MANUFACTURING
11/15/2023,23,732,MOTOR VEHICLE MECHANICS,7323,MOTOR VEHICLE BODY REPAIRERS,0.5,"HIGHWAY VEHICLE, UNS","HIGHWAY VEHICLE, UNS",HIGHWAY ACCIDENT,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",NEPEAN,ON,INDUSTRIAL
11/7/2023,30,621,SALES AND SERVICE SUPERVISORS,6213,FOOD SERVICE SUPERVISORS,0.5,FLOORS,"BOXES, CRATES, CARTONS",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,INDUSTRIAL
12/2/2023,63,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9618,"LABOURERS IN FOOD, BEVERAGE AND TOBACCO PROCESSING",0.5,GROUND,"TABLES, WORKTABLES",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,FOOD
1/26/2024,65,737,"CRANE OPERATORS, DRILLERS AND BLASTERS",7372,CRANE OPERATORS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,STREET AND HIGHWAY.,TORONTO,ON,INDUSTRIAL
1/23/2024,54,666,CLEANERS,6662,LIGHT DUTY CLEANERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",LADDERS--MOVABLE,FALL TO LOWER LEVEL,STREET AND HIGHWAY.,OSHAWA,ON,MANUFACTURING
4/30/2022,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,7,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,ETOBICOKE,ON,MANUFACTURING
4/1/2022,22,623,INSURANCE AND REAL ESTATE SALES OCCUPATIONS AND BUYERS,6234,RETAIL AND WHOLESALE BUYERS,1,"SKIDS, PALLETS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER","BODILY REACTIONS & EXERTION, N.E.C.",BUILDING UNDER CONSTRUCTION.,TORONTO,ON,FOOD
5/26/2022,59,661,CASHIERS,6612,CASHIERS,0.5,GROUND,OTHER SOURCES,FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,BRAMPTON,ON,INDUSTRIAL
3/28/2022,28,625,BUTCHERS AND BAKERS,6253,BAKERS,0.5,"CASES, CABINETS, RACKS, SHELVES, UNS",HEATING AND COOKING MACHINERY AND APPLIANCES,STRUCK BY OBJECT,PUBLIC BUILDINGS.,HAMILTON,ON,FOOD
5/11/2022,24,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",0.5,"WASHERS, DRYERS, & CLEANING MACHINERY & APPLIANCES","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,FORDWICH,ON,MANUFACTURING
4/22/2022,46,145,"LIBRARY, CORRESPONDENCE AND RELATED INFORMATION CLERKS",1454,"CUSTOMER SERVICE, INFORMATION AND RELATED CLERKS",1,PARKING LOTS,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,ETOBICOKE,ON,INDUSTRIAL
4/1/2022,40,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",5,OTHER STRUCTURES,"TABLES, WORKTABLES",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,EDMONTON,AB,HEALTH CARE
4/22/2022,31,321,MEDICAL TECHNOLOGISTS AND TECHNICIANS (EXCEPT DENTAL HEALTH),3217,MEDICAL SONOGRAPHERS,6,"OTHER FLOORS, WALKWAYS, GROUND SURFACES","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,WATERLOO,ON,HEALTH CARE
5/7/2022,44,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,1,"BUILDINGS--OFFICE, PLANT, RESIDENTIAL","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,FARM.,SCARBOROUGH,ON,CONSTRUCTION
1/12/2022,61,948,"MECHANICAL, ELECTRICAL AND ELECTRONICS ASSEMBLERS",9483,"MOTOR VEHICLE ASSEMBLERS, INSPECTORS AND TESTERS",22,PARKING LOTS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PLACE NOT SPECIFIED,ARNPRIOR,ON,MANUFACTURING
3/8/2022,29,315,NURSE SUPERVISORS AND REGISTERED NURSES,3153,REGISTERED NURSES,0.5,HEALTH CARE PATIENT OR RESIDENT OF HEALTH CARE FACILITY,UNKNOWN,INVALID TYPE OF ACCIDENT/EVENT,HOME.,KINGSTON,ON,HEALTH CARE
4/14/2022,68,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,PARKING LOTS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,TEESWATER,ON,TRANSPORTATION
4/25/2022,56,664,FOOD COUNTER ATTENDANTS AND KITCHEN HELPERS,6642,FOOD SERVICE COUNTER ATTENDANTS AND FOOD PREPARERS,3,FLOORS,"TILES, SHINGLES",FALL ON SAME LEVEL,HOME.,BELLE RIVER,ON,SERVICES
2/9/2021,45,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",WEATHER AND ATMOSPHERIC CONDITIONS,BODILY REACTION,HOME.,TORONTO,ON,CONSTRUCTION
5/22/2022,28,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,OTHER HANDTOOLS--NONPOWERED,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,ETOBICOKE,ON,CONSTRUCTION
3/24/2022,61,723,MACHINISTS AND RELATED OCCUPATIONS,7232,MACHINISTS AND MACHINING AND TOOLING INSPECTORS,14,CUTTING HANDTOOLS--NONPOWERED,UNKNOWN,STRUCK BY OBJECT,FARM.,MARKHAM,ON,MANUFACTURING
